timestamp_utc,frequency_hz,power_db
2026-03-30T07:47:37.663686+00:00,1420044438.6386387,-32.73303878967591
2026-03-30T07:47:37.663686+00:00,1420046440.6406407,-34.79653620728424
2026-03-30T07:47:37.663686+00:00,1420048442.6426427,-32.45572367940415
2026-03-30T07:47:37.663686+00:00,1420050444.6446447,-33.1904939889282
2026-03-30T07:47:37.663686+00:00,1420052446.6466467,-34.064850375876794
2026-03-30T07:47:37.663686+00:00,1420054448.6486487,-33.84622440536837
2026-03-30T07:47:37.663686+00:00,1420056450.6506507,-33.983510751824134
2026-03-30T07:47:37.663686+00:00,1420058452.6526527,-32.585339119803415
2026-03-30T07:47:37.663686+00:00,1420060454.6546547,-31.830598566293606
2026-03-30T07:47:37.663686+00:00,1420062456.6566567,-34.20003038918738
2026-03-30T07:47:37.663686+00:00,1420064458.6586587,-32.3140262110694
2026-03-30T07:47:37.663686+00:00,1420066460.6606607,-33.040077513366164
2026-03-30T07:47:37.663686+00:00,1420068462.6626627,-32.85728360039247
2026-03-30T07:47:37.663686+00:00,1420070464.6646647,-32.73816240366655
2026-03-30T07:47:37.663686+00:00,1420072466.6666667,-33.31399284001153
2026-03-30T07:47:37.663686+00:00,1420074468.6686687,-34.13891986275227
2026-03-30T07:47:37.663686+00:00,1420076470.6706707,-34.220182969052175
2026-03-30T07:47:37.663686+00:00,1420078472.6726727,-31.60756505986198
2026-03-30T07:47:37.663686+00:00,1420080474.6746747,-35.09942895424104
2026-03-30T07:47:37.663686+00:00,1420082476.6766768,-33.135143333631696
2026-03-30T07:47:37.663686+00:00,1420084478.6786788,-35.574458956096315
2026-03-30T07:47:37.663686+00:00,1420086480.6806808,-34.093564138520115
2026-03-30T07:47:37.663686+00:00,1420088482.6826828,-33.97524989469563
2026-03-30T07:47:37.663686+00:00,1420090484.6846848,-32.79689674291611
2026-03-30T07:47:37.663686+00:00,1420092486.6866868,-33.679654733331
2026-03-30T07:47:37.663686+00:00,1420094488.6886888,-34.71456279144332
2026-03-30T07:47:37.663686+00:00,1420096490.6906908,-34.67959788599094
2026-03-30T07:47:37.663686+00:00,1420098492.6926928,-33.83070616320055
2026-03-30T07:47:37.663686+00:00,1420100494.6946948,-33.97986568158019
2026-03-30T07:47:37.663686+00:00,1420102496.6966968,-35.04663653114612
2026-03-30T07:47:37.663686+00:00,1420104498.6986988,-32.646465165795526
2026-03-30T07:47:37.663686+00:00,1420106500.7007008,-32.99633774627505
2026-03-30T07:47:37.663686+00:00,1420108502.7027028,-33.306849100489025
2026-03-30T07:47:37.663686+00:00,1420110504.7047048,-32.13121873256368
2026-03-30T07:47:37.663686+00:00,1420112506.7067068,-33.88217194300548
2026-03-30T07:47:37.663686+00:00,1420114508.7087088,-33.55715696644875
2026-03-30T07:47:37.663686+00:00,1420116510.7107108,-32.524113980706595
2026-03-30T07:47:37.663686+00:00,1420118512.7127128,-32.501782081287715
2026-03-30T07:47:37.663686+00:00,1420120514.7147148,-33.64812308300859
2026-03-30T07:47:37.663686+00:00,1420122516.7167168,-31.58627792609902
2026-03-30T07:47:37.663686+00:00,1420124518.7187188,-32.18016152680104
2026-03-30T07:47:37.663686+00:00,1420126520.7207208,-33.25210144719986
2026-03-30T07:47:37.663686+00:00,1420128522.7227228,-32.5087150904502
2026-03-30T07:47:37.663686+00:00,1420130524.7247248,-34.10264594367746
2026-03-30T07:47:37.663686+00:00,1420132526.7267268,-32.0410082114182
2026-03-30T07:47:37.663686+00:00,1420134528.7287288,-33.997705135454986
2026-03-30T07:47:37.663686+00:00,1420136530.7307308,-34.45520514261272
2026-03-30T07:47:37.663686+00:00,1420138532.7327328,-35.07862030039188
2026-03-30T07:47:37.663686+00:00,1420140534.7347348,-33.32345468722948
